,file,name,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58
0,hiphop.00000.wav,hiphop,0.46072840690612793,0.08517202734947205,0.12527473270893097,0.12527473270893097,2667.9405023911695,418523.00328023604,2351.1607441175047,107829.33277829336,5475.312341393562,1564158.3836087245,0.147308750845901,0.00289120224100405,0.12302994145792982,0.02804363445183353,-0.0024433957878500223,0.00869379285722971,117.45383522727273,3.3855702877044678,365.13641357421875,-80.89219665527344,4879.20947265625,84.7820816040039,750.5294189453125,-31.54802894592285,548.8775024414062,33.905311584472656,407.263427734375,-19.848918914794922,158.77029418945312,23.558883666992188,135.4552764892578,-22.148757934570312,93.80206298828125,20.026226043701172,96.63301086425781,-16.781034469604492,93.65650939941406,19.216514587402344,55.80441665649414,-13.114045143127441,75.10619354248047,11.498653411865234,52.465946197509766,-10.729568481445312,73.96623992919922,10.58186149597168,72.03243255615234,-8.424020767211914,64.8738784790039,7.323508262634277,55.40657043457031,-5.377674579620361,69.4219970703125,7.692774772644043,62.19795227050781,-5.553035259246826,63.344886779785156,1.5160924196243286,41.072288513183594
1,hiphop.00001.wav,hiphop,0.4572514593601227,0.09008272737264633,0.28552132844924927,0.28552132844924927,2808.8495665723053,939226.1602930306,2441.5080015552517,158175.79290473377,5528.454221650232,2076888.408782106,0.09770647537219644,0.005135064025381089,0.1834737163187857,0.04410843884222938,-0.00018192075367551297,0.016489824280142784,92.28515625,18.74467658996582,27554.251953125,-81.1816177368164,3655.795166015625,49.58916473388672,914.9051513671875,-14.550373077392578,990.14599609375,57.95881652832031,323.8412170410156,6.815498352050781,387.35284423828125,27.14730453491211,254.5607147216797,-6.853302478790283,183.67843627929688,31.313270568847656,147.03976440429688,-10.072725296020508,139.2091827392578,20.319711685180664,88.90556335449219,-2.5321402549743652,112.85285949707031,12.753150939941406,78.39958190917969,3.986501455307007,103.31510925292969,13.241180419921875,74.79095458984375,-2.3674380779266357,75.41537475585938,12.258652687072754,66.53521728515625,-7.04624605178833,67.6162338256836,4.735236167907715,58.40101623535156,1.8672010898590088,57.10094451904297,0.030805665999650955,67.66493225097656
2,hiphop.00003.wav,hiphop,0.46728843450546265,0.09183743596076965,0.26641845703125,0.26641845703125,2492.8602336717045,495354.33842990367,2330.007272392874,194898.65258219678,5125.560163953742,1811019.818421394,0.10350127489365817,0.002283423218579105,0.1339170270325295,0.027987066136060355,-0.000462176016299054,0.03288441151380539,92.28515625,17.89655303955078,21294.337890625,-40.26505661010742,4949.47802734375,80.85531616210938,750.5906372070312,-25.68528175354004,1259.1595458984375,38.45819854736328,291.7227478027344,-11.084552764892578,278.5762634277344,24.907533645629883,309.8806457519531,-7.381527900695801,270.361328125,26.769887924194336,187.59039306640625,-5.314272403717041,174.17930603027344,16.79477882385254,107.78579711914062,-3.5111515522003174,89.5377426147461,8.467217445373535,75.00870513916016,-5.609457492828369,71.90452575683594,12.056668281555176,68.11640930175781,-1.8934673070907593,73.52352905273438,10.470063209533691,102.3174819946289,0.637126624584198,60.69050216674805,0.26157841086387634,62.05546569824219,-5.102052688598633,57.26829528808594,-4.016594886779785,57.15555953979492
3,hiphop.00031.wav,hiphop,0.4798058569431305,0.08206747472286224,0.21313008666038513,0.21313008666038513,3084.76186419123,555031.4754827351,2970.5911856275543,103326.0002151157,6778.925675430534,2161084.7404645584,0.13644361938854488,0.006458001940550383,0.183726026196952,0.045868376899800535,-0.0011939030373468995,0.01128359418362379,99.38401442307692,10.519439697265625,5837.7099609375,-25.081138610839844,1378.4652099609375,60.824256896972656,532.07080078125,-4.187145709991455,367.4368591308594,14.850025177001953,382.3138427734375,6.798274993896484,124.5348892211914,6.101045608520508,134.2072296142578,15.452722549438477,127.94210815429688,3.783456802368164,148.02061462402344,5.656759262084961,92.69171142578125,10.245465278625488,74.28913879394531,0.8628122210502625,72.36065673828125,4.186315536499023,67.96039581298828,0.929877758026123,63.46947479248047,3.2563507556915283,68.33702850341797,0.21788468956947327,55.65803527832031,2.69732928276062,54.27369689941406,0.7030590772628784,63.077579498291016,0.8935602903366089,52.40057373046875,0.3587862253189087,47.19549560546875,-0.006133844144642353,57.01734924316406
4,hiphop.00028.wav,hiphop,0.3744789958000183,0.09262102842330933,0.1545766144990921,0.1545766144990921,2773.9565665279183,861885.1977483284,2700.3971696130843,167167.67436184653,5744.976990737384,3074568.1404326367,0.11452140129543696,0.004371286304950818,0.19603059899482514,0.050013690059865494,0.0011543926084414124,0.007206839043647051,117.45383522727273,5.325112819671631,891.6683349609375,-83.21357727050781,2495.194091796875,67.7367172241211,1095.1724853515625,1.245815396308899,778.0266723632812,29.65699005126953,378.0730285644531,12.585477828979492,409.3502502441406,5.617260932922363,281.84063720703125,6.209290981292725,133.51995849609375,8.08664608001709,92.22685241699219,-4.76351261138916,184.69229125976562,7.671839714050293,103.26347351074219,-1.1730844974517822,92.72644805908203,4.247157096862793,55.441402435302734,1.9485746622085571,58.0741081237793,1.0362401008605957,52.62034606933594,2.386247396469116,53.47544479370117,3.1063714027404785,61.87594223022461,-8.060306549072266,68.55174255371094,1.6655577421188354,63.066429138183594,-1.6493778228759766,43.8593635559082,-3.2823867797851562,48.207481384277344
5,hiphop.00013.wav,hiphop,0.34030020236968994,0.09603265672922134,0.13673341274261475,0.13673341274261475,1798.6451959001313,484645.98768050876,1688.3213168364573,455764.4475404899,3626.6960126341355,2883672.9864528268,0.09662455288089714,0.0014095017849721952,0.15596332936520388,0.03994572733748408,-0.00014985448797233403,0.004055048804730177,103.359375,4.269909858703613,517.983154296875,-129.31536865234375,4846.916015625,141.70193481445312,2750.30517578125,-42.46165466308594,1058.4718017578125,34.014686584472656,614.4724731445312,-6.954815864562988,437.62646484375,8.680235862731934,511.8293762207031,-11.364409446716309,174.95257568359375,15.924521446228027,217.20944213867188,-9.010520935058594,90.71947479248047,6.630467414855957,84.0547866821289,-8.335119247436523,139.6401824951172,7.555205821990967,100.1722640991211,-5.468164443969727,113.64936065673828,5.870560646057129,86.61682891845703,-3.1387176513671875,81.65128326416016,-1.684966802597046,37.870582580566406,-8.80093765258789,55.66786193847656,-4.849244594573975,64.98595428466797,-9.282305717468262,38.29425048828125,2.121650218963623,56.79871368408203
6,hiphop.00030.wav,hiphop,0.5390961170196533,0.06641028076410294,0.19397741556167603,0.19397741556167603,3725.1985989619184,276135.2133893718,3205.3557419228055,38861.90031210595,7642.4302244960845,401191.43807632173,0.172685781008314,0.0023057930892697084,0.14656927398258696,0.031898752568982294,-0.0013938157353550196,0.007637302856892347,89.10290948275862,8.061861991882324,1830.2371826171875,-23.827808380126953,1426.9761962890625,43.71737289428711,291.44073486328125,30.56437873840332,263.15313720703125,26.47723388671875,135.3297119140625,4.336642265319824,121.1980972290039,21.918466567993164,76.96768188476562,2.596013069152832,68.6224136352539,7.005232334136963,36.639488220214844,-1.4903383255004883,52.45279312133789,4.578647136688232,35.48929977416992,0.4158692955970764,32.2135009765625,2.4683949947357178,23.97831916809082,-4.068094730377197,27.283090591430664,-2.0147995948791504,30.397216796875,-3.5625996589660645,24.3956241607666,-0.12501868605613708,19.906461715698242,-2.4743778705596924,20.36309051513672,-1.0336766242980957,16.564706802368164,-4.76741886138916,15.415491104125977,-2.607342481613159,16.6420841217041
7,hiphop.00020.wav,hiphop,0.4901687800884247,0.08242522925138474,0.1759265661239624,0.1759265661239624,2678.321538899097,467682.9118194165,2262.5934288534045,93229.0778947923,5267.23298606076,1045132.2435266782,0.1080872667730085,0.0057515089184054695,0.14597074830501042,0.030288342390772185,0.0003860033175442368,0.006490990519523621,117.45383522727273,7.805817604064941,6881.408203125,-122.23501586914062,4730.6279296875,50.53318786621094,1043.537353515625,-27.802753448486328,792.8682250976562,66.5617904663086,485.409912109375,-6.592456817626953,294.5451354980469,32.059146881103516,162.77760314941406,-8.236852645874023,244.52334594726562,22.42440414428711,129.1894989013672,-6.94561767578125,153.85777282714844,21.049522399902344,119.96099090576172,-6.170058727264404,123.14624786376953,13.639117240905762,95.04995727539062,-3.0852532386779785,137.80422973632812,8.70336627960205,94.46627044677734,-2.9036593437194824,99.52072143554688,3.691509246826172,109.2574462890625,0.2944689095020294,175.92916870117188,12.884286880493164,181.6932373046875,14.656417846679688,202.77330017089844,15.369626998901367,225.77395629882812
8,hiphop.00010.wav,hiphop,0.42723482847213745,0.08706492185592651,0.17167040705680847,0.17167040705680847,2284.2433900965116,241219.69582442928,2116.4589815207305,42525.919039673616,4662.771160364704,657607.2447220999,0.12542634921210363,0.0024029117354776113,0.1706504708011775,0.04255220053439043,-0.0006726895808242261,0.013957065530121326,95.703125,7.673451900482178,4172.0849609375,-67.43657684326172,1308.2950439453125,94.85132598876953,457.9285583496094,-38.8561897277832,284.8388366699219,37.63745880126953,194.56515502929688,-12.249470710754395,155.18373107910156,36.89404296875,97.89755249023438,-12.642876625061035,107.0009536743164,18.297163009643555,75.64815521240234,-8.846757888793945,76.12671661376953,17.98246955871582,64.45175170898438,-7.2742533683776855,60.64229965209961,9.713576316833496,54.482696533203125,-8.738218307495117,49.161033630371094,4.502536296844482,50.84465026855469,-7.597929000854492,33.122772216796875,0.21149012446403503,41.05051803588867,-4.880435466766357,63.554317474365234,4.847076416015625,90.55799865722656,-1.9929895401000977,87.97000885009766,-0.7360640168190002,77.979248046875
9,hiphop.00007.wav,hiphop,0.43261656165122986,0.08855555951595306,0.26399922370910645,0.26399922370910645,2046.5915966338594,498193.46010293835,2268.5783822390727,210136.7915450435,4551.99090731946,2446173.2000634936,0.07863669458139985,0.0025502613925913243,0.1500102792140929,0.033398864968469374,-0.0004984248080290854,0.024162685498595238,123.046875,17.962060928344727,15026.990234375,-58.490501403808594,3682.66748046875,103.08843231201172,636.634765625,-7.252599716186523,728.363525390625,44.899993896484375,418.3019714355469,-8.622699737548828,285.6240234375,12.375714302062988,180.63063049316406,-13.774521827697754,207.14263916015625,19.993824005126953,127.5369644165039,-13.144331932067871,152.93734741210938,17.161270141601562,95.91344451904297,-3.9522972106933594,105.73230743408203,15.59405517578125,85.96908569335938,-0.4573587477207184,70.78166961669922,6.9392266273498535,48.182411193847656,-6.031379699707031,52.36700439453125,5.643800258636475,50.53654479980469,-3.173525333404541,67.37747955322266,1.816087007522583,38.427059173583984,-2.566934823989868,31.217880249023438,0.10895004123449326,42.22797775268555
